Token,Emotions,EmotionCount
rauben,"disgust, neutral, realization",3
halbmondkette,"admiration, disgust, neutral",3
kette,"neutral, realization",2
dolch,"neutral, realization, sadness",3
verhängt,"approval, neutral",2
tiana,"confusion, desire, disappointment, joy, love, neutral, sadness",7
naveen,"confusion, desire, disappointment, joy, love, neutral, sadness",7
charlotte,"confusion, neutral",2
lawrence,"disappointment, neutral",2
facilier,"annoyance, neutral",2
träume,"curiosity, fear, neutral",3
ray,"approval, neutral",2
funkelnden,"admiration, neutral",2
evangeline,"joy, neutral",2
frösche,"approval, joy, neutral",3
aufheben,"neutral, remorse",2
voodoozauber,"disappointment, neutral",2
amulett,"disappointment, neutral",2
begraben,"admiration, neutral",2
stern,"joy, neutral",2
neid,"admiration, neutral, realization, sadness",4
ertappt,"anger, neutral",2
eisenring,"love, neutral",2
verbrennt,"neutral, sadness",2
trank,"admiration, anger, love, nervousness, neutral",5
überwinden,"disappointment, neutral",2
flügel,"anger, fear, neutral",3
16.,"neutral, realization",2
ändert,"neutral, realization",2
tiefsten,"admiration, caring, neutral",3
blumenfeen,"gratitude, neutral",2
gewalt,"annoyance, joy, neutral, sadness",4
sterbenskrank,"curiosity, neutral",2
15,"anger, neutral",2
erden,"admiration, annoyance, neutral",3
tanten,"neutral, surprise",2
enttäuscht,"disappointment, neutral, sadness",3
traurig,"admiration, caring, confusion, disappointment, love, neutral, sadness, surprise",8
zustand,"neutral, realization, sadness",3
schlimmes,"love, neutral",2
phillips,"joy, neutral",2
beider,"neutral, realization",2
dornenhecke,"admiration, neutral, sadness",3
dornröschen,"admiration, excitement, neutral",3
mason,"anger, neutral",2
cthonia,"caring, neutral",2
stirn,"love, neutral",2
lilith,"amusement, neutral",2
dürfte,"excitement, fear, neutral",3
ernährt,"anger, neutral",2
leiche,"desire, neutral",2
niederlage,"annoyance, neutral",2
heller,"disapproval, neutral",2
niesen,"neutral, sadness",2
zerstörten,"fear, neutral",2
fiedler,"anger, neutral",2
musik,"amusement, neutral",2
schnelligkeit,"neutral, realization",2
ebenso,"admiration, curiosity, disappointment, disapproval, joy, love, neutral, sadness",8
sonnenblumenfeld,"neutral, realization",2
gestoßen,"love, neutral",2
gelassen,"approval, curiosity, fear, grief, neutral",5
eilen,"caring, neutral",2
ständig,"amusement, neutral",2
wasserkrug,"fear, neutral",2
eilig,"disgust, neutral",2
wände,"annoyance, neutral, sadness",3
schiefhütchen,"fear, neutral",2
hitze,"annoyance, neutral, sadness",3
frost,"neutral, sadness",2
hochzeitskleid,"love, neutral",2
spiegeln,"annoyance, neutral",2
teppichen,"annoyance, neutral",2
wirklichkeit,"desire, neutral, realization, sadness",4
jägermeister,"admiration, anger, annoyance, disappointment, neutral",5
fischerhütte,"neutral, realization",2
traumbild,"admiration, neutral",2
fischer,"caring, love, neutral",3
pfauenfeder,"admiration, neutral, realization, sadness",4
ahnung,"admiration, neutral, realization",3
hörten,"admiration, amusement, neutral",3
hierauf,"admiration, anger, neutral",3
verschonte,"love, neutral",2
setzte,"admiration, desire, disappointment, disgust, fear, grief, love, neutral, sadness",9
ocik,"caring, love, neutral",3
gehnichtunter,"admiration, anger, annoyance, love, neutral",5
königliche,"admiration, amusement, neutral",3
zornig,"anger, annoyance, caring, curiosity, disgust, fear, neutral, sadness",8
glückliche,"joy, neutral",2
verderben,"neutral, realization",2
amaryllis,"admiration, love, neutral",3
unmögliche,"admiration, neutral",2
eile,"neutral, realization",2
grenzen,"approval, neutral",2
herrschaft,"disappointment, love, neutral",3
königsmacht,"desire, neutral",2
sigismunds,"gratitude, neutral",2
leopold,"approval, gratitude, neutral, remorse",4
magdalena,"neutral, sadness",2
vergeblichen,"love, neutral",2
rollentausch,"approval, neutral, realization",3
blutstropfen,"joy, neutral",2
gänsemagd,"admiration, neutral, realization, sadness, surprise",5
kürdchen,"admiration, annoyance, neutral",3
gänse,"annoyance, neutral",2
schinder,"caring, neutral",2
befehlen,"neutral, surprise",2
derart,"admiration, amusement, disappointment, neutral",4
betrügen,"love, neutral",2
harte,"neutral, remorse",2
ankommt,"love, neutral",2
erblicken,"admiration, joy, neutral, surprise",4
nutz,"neutral, optimism",2
glück.,"neutral, optimism",2
hätten,"curiosity, neutral, sadness",3
nachfolge,"caring, neutral, realization",3
antreten,"approval, neutral",2
ruhe,"admiration, annoyance, caring, curiosity, love, neutral",6
versuchten,"amusement, disappointment, neutral",3
sausewind,"desire, neutral",2
heiße,"embarrassment, neutral",2
dahin,"caring, neutral, realization, sadness, surprise",5
meinte,"admiration, anger, excitement, joy, neutral, sadness, surprise",7
wittert,"admiration, neutral, sadness",3
geschäft,"approval, neutral, realization",3
goldschmied,"admiration, neutral",2
bekäme,"caring, joy, neutral",3
schlechtes,"neutral, realization",2
schrecklich,"annoyance, fear, neutral",3
goldschatz,"anger, neutral",2
läuten,"joy, neutral",2
wahlspruch,"neutral, optimism",2
erschrocken,"admiration, fear, neutral",3
vorwärts,"disgust, neutral",2
tauschgeschäften,"joy, neutral",2
wandert,"admiration, desire, neutral",3
ausfindig,"desire, neutral",2
fridolin,"embarrassment, neutral",2
vorsichtig,"caring, neutral",2
blauen,"admiration, annoyance, neutral",3
erkenn,"amusement, neutral",2
gütig,"admiration, neutral",2
mutters,"amusement, neutral",2
vorher,"admiration, annoyance, neutral",3
dachte,"admiration, anger, approval, curiosity, fear, joy, love, neutral, realization, sadness, surprise",11
amtsrichter,"annoyance, disappointment, neutral",3
mina,"annoyance, neutral, realization",3
muriel,"admiration, neutral",2
ritual,"anger, neutral",2
einzigen,"disappointment, love, neutral",3
geschehnisse,"approval, neutral",2
adrianna,"admiration, neutral",2
zutat,"anger, neutral",2
geschossen,"anger, neutral",2
hexenhaus,"joy, neutral",2
traf,"admiration, neutral",2
sagte,"admiration, amusement, anger, annoyance, approval, caring, curiosity, disappointment, disapproval, disgust, embarrassment, excitement, fear, gratitude, joy, love, neutral, realization, sadness, surprise",20
sprach,"admiration, amusement, anger, annoyance, approval, caring, confusion, curiosity, desire, disappointment, disgust, embarrassment, fear, gratitude, joy, love, nervousness, neutral, optimism, realization, remorse, sadness, surprise",23
kunst,"neutral, realization",2
sagst,"caring, neutral",2
bring,"caring, fear, neutral",3
ward,"admiration, anger, annoyance, caring, curiosity, disapproval, disgust, fear, joy, love, nervousness, neutral, relief, sadness",14
gab,"admiration, annoyance, desire, gratitude, joy, love, neutral, optimism, realization, relief, surprise",11
rad,"curiosity, disgust, neutral",3
blieb,"admiration, confusion, embarrassment, neutral, sadness",5
ging,"admiration, amusement, anger, annoyance, approval, caring, curiosity, disgust, embarrassment, excitement, fear, gratitude, joy, love, neutral, realization, sadness, surprise",18
türe,"admiration, amusement, anger, caring, curiosity, disappointment, fear, joy, love, neutral, realization, sadness, surprise",13
trat,"admiration, annoyance, curiosity, disgust, fear, gratitude, joy, love, neutral, realization, sadness, surprise",12
antwortete,"admiration, annoyance, approval, caring, confusion, curiosity, disappointment, embarrassment, fear, joy, love, neutral, realization, sadness",14
verstehe,"caring, neutral",2
gibst,"caring, fear, love, neutral",4
dirs,"amusement, anger, caring, fear, neutral",5
spinne,"annoyance, neutral",2
nahm,"admiration, amusement, annoyance, disapproval, disgust, fear, gratitude, joy, love, neutral, realization",11
ließ,"admiration, anger, annoyance, approval, caring, curiosity, desire, disapproval, disgust, fear, joy, love, neutral, realization, remorse, sadness, surprise",17
befahl,"annoyance, caring, gratitude, neutral",4
wusste,"admiration, approval, confusion, desire, disgust, joy, love, nervousness, neutral, realization, sadness",11
weinte,"admiration, amusement, annoyance, gratitude, grief, love, neutral, sadness",8
erschien,"admiration, anger, annoyance, fear, neutral, realization, surprise",7
fing,"amusement, anger, disgust, fear, neutral, optimism, sadness",7
freute,"admiration, caring, excitement, joy, love, neutral, pride, sadness",8
maßen,"admiration, disgust, love, neutral",4
anblick,"admiration, neutral",2
sollst,"anger, annoyance, caring, fear, gratitude, joy, neutral, optimism",8
gemahlin,"admiration, disapproval, fear, joy, love, nervousness, neutral, optimism",8
werden.,"admiration, disgust, fear, neutral, realization",5
wenns,"admiration, caring, neutral",3
finde,"annoyance, desire, neutral, realization",4
drittenmal,"love, neutral",2
weiss,"admiration, amusement, approval, caring, confusion, disapproval, love, neutral",8
versprach,"admiration, disapproval, gratitude, neutral",4
verlangte,"annoyance, confusion, desire, neutral, sadness, surprise",6
brachte,"admiration, amusement, anger, curiosity, desire, disapproval, disgust, excitement, fear, gratitude, grief, joy, love, neutral, realization, sadness",16
gib,"curiosity, desire, love, neutral, realization",5
erschrak,"admiration, confusion, curiosity, fear, grief, love, neutral, realization, sadness",9
bot,"disgust, gratitude, neutral",3
schätze,"admiration, annoyance, caring, curiosity, neutral, sadness",6
weisst,"admiration, fear, neutral",3
behalten.,"caring, neutral",2
schickte,"anger, fear, neutral",3
breit,"admiration, neutral",2
gäbe,"admiration, neutral",2
heiss,"fear, neutral",2
vielleicht,"approval, disappointment, fear, neutral, optimism",5
erzählte,"caring, disgust, embarrassment, grief, joy, love, neutral, realization, sadness",9
brannte,"love, neutral, realization, sadness",4
sprang,"admiration, amusement, annoyance, caring, fear, gratitude, joy, love, nervousness, neutral, sadness",11
schrie,"caring, curiosity, neutral, sadness, surprise",5
übermorgen,"amusement, neutral",2
rumpelstilzchen,"admiration, neutral",2
hörte,"admiration, amusement, caring, curiosity, desire, disgust, embarrassment, fear, joy, love, nervousness, neutral, optimism, realization, sadness",15
hernach,"anger, curiosity, neutral",3
fragte,"admiration, annoyance, curiosity, disappointment, fear, love, neutral, realization, surprise",9
etwa,"desire, excitement, neutral",3
stieß,"admiration, curiosity, disappointment, disgust, neutral",5
packte,"love, neutral",2
wut,"disgust, neutral",2
riss,"amusement, joy, neutral, sadness",4
entzwei,"admiration, neutral",2
machte,"admiration, anger, annoyance, curiosity, desire, disappointment, disgust, fear, gratitude, grief, love, neutral, sadness",13
ordentlich,"admiration, annoyance, caring, love, neutral",5
herbei,"annoyance, love, neutral, sadness",4
hundert,"neutral, surprise",2
stille,"admiration, neutral, realization",3
bewegen,"disappointment, neutral",2
kreiss,"neutral, sadness",2
tausend,"embarrassment, grief, neutral",3
gingen,"admiration, annoyance, joy, love, neutral, realization",6
klagte,"annoyance, neutral",2
bestürzt,"neutral, sadness",2
sahen,"admiration, curiosity, desire, embarrassment, fear, love, neutral",7
wussten,"admiration, annoyance, joy, love, neutral, realization",6
wohin,"curiosity, neutral, realization, sadness",4
vöglein,"curiosity, love, neutral",3
leide,"admiration, love, neutral",3
flog,"neutral, sadness",2
hu,"amusement, neutral",2
regen,"annoyance, disappointment, disapproval, fear, neutral",5
strauch,"anger, neutral",2
gelb,"admiration, neutral",2
mager,"neutral, sadness",2
reichte,"annoyance, love, neutral, realization, sadness",5
weib,"admiration, neutral",2
bat,"admiration, caring, desire, fear, love, neutral, sadness",7
rief,"admiration, amusement, anger, annoyance, caring, confusion, curiosity, disappointment, fear, joy, love, nervousness, neutral, realization, sadness, surprise",16
jammerte,"anger, neutral, sadness",3
umsonst,"curiosity, fear, neutral, realization, sadness",5
hütete,"admiration, anger, neutral",3
berührte,"admiration, neutral",2
träumte,"admiration, fear, neutral",3
morgens,"admiration, neutral, realization, sadness",4
erwachte,"admiration, fear, grief, neutral, realization, surprise",6
fände,"admiration, neutral",2
blutrote,"admiration, neutral",2
kehrte,"admiration, amusement, annoyance, approval, curiosity, disappointment, embarrassment, neutral",8
besah,"neutral, realization",2
lebten,"admiration, anger, disappointment, fear, joy, love, neutral",7
schenkte,"gratitude, neutral",2
käppchen,"admiration, curiosity, fear, neutral",4
rotem,"admiration, neutral",2
hieß,"admiration, disappointment, neutral, remorse",4
kommst,"embarrassment, fear, neutral, remorse",4
geh,"caring, neutral",2
sittsam,"admiration, neutral",2
stube,"anger, curiosity, embarrassment, neutral, surprise",5
wohnte,"amusement, neutral, realization, surprise",4
unten,"admiration, joy, neutral, sadness",4
ding,"amusement, fear, neutral",3
bissen,"love, neutral",2
listig,"admiration, desire, neutral",3
weilchen,"love, neutral",2
sieh,"gratitude, neutral",2
rings,"neutral, sadness",2
umher,"caring, disgust, love, neutral, sadness",5
stände,"admiration, neutral",2
lief,"admiration, anger, disappointment, disgust, fear, joy, love, neutral, sadness",9
tiefer,"admiration, disgust, love, neutral, pride, relief, sadness",7
klopfte,"admiration, amusement, joy, love, neutral",5
auf.,"joy, love, neutral",3
drückte,"disapproval, neutral",2
verschluckte,"love, neutral",2
legte,"admiration, caring, curiosity, love, neutral",5
zog,"admiration, anger, annoyance, fear, love, neutral, realization, sadness",8
vorhänge,"admiration, neutral",2
gelaufen,"admiration, curiosity, neutral",3
ohren,"admiration, curiosity, neutral, surprise",4
entsetzlich,"disgust, neutral",2
bette,"admiration, grief, love, neutral",4
verschlang,"annoyance, neutral, surprise",3
gelüsten,"joy, neutral",2
schlief,"curiosity, disapproval, neutral, realization, sadness",5
überlaut,"amusement, neutral",2
eben,"annoyance, joy, love, neutral, surprise",5
holte,"admiration, love, neutral, sadness",4
geschwind,"amusement, disgust, joy, neutral, surprise",5
aufwachte,"fear, neutral, surprise",3
aß,"admiration, curiosity, neutral, sadness",4
erholte,"neutral, relief",2
lebtag,"admiration, annoyance, confusion, neutral",4
hat.,"admiration, annoyance, caring, love, neutral",5
bös,"admiration, annoyance, confusion, disgust, neutral",5
straße,"admiration, neutral, sadness",3
still,"admiration, anger, annoyance, caring, joy, neutral",6
machten,"admiration, love, neutral",3
schlich,"disgust, neutral",2
ginge,"annoyance, neutral",2
nimm,"annoyance, neutral",2
trag,"neutral, sadness",2
worin,"caring, neutral",2
stieg,"admiration, anger, fear, gratitude, neutral, sadness",6
guckte,"admiration, disapproval, neutral, surprise",4
anfing,"love, neutral, sadness",3
einsam,"admiration, neutral, remorse, sadness",4
hüttchen,"joy, neutral",2
standen,"admiration, approval, fear, neutral, realization",5
rosen,"admiration, neutral",2
fromm,"love, neutral",2
arbeitsam,"joy, neutral",2
sanfter,"neutral, sadness",2
saß,"admiration, amusement, desire, disgust, joy, neutral, sadness",7
daheim,"admiration, curiosity, fear, joy, neutral",5
half,"curiosity, gratitude, neutral, sadness",4
las,"admiration, neutral, realization",3
unfall,"love, neutral, sadness",3
walde,"anger, annoyance, caring, curiosity, fear, grief, love, neutral, sadness",9
