Token,EmotionCount,Emotions
herrscht,3,"excitement, neutral, sadness"
bevölkerung,4,"amusement, love, neutral, optimism"
stehe,2,"admiration, neutral"
alcott,4,"anger, joy, neutral, sadness"
nahegelegenen,2,"disappointment, neutral"
bestie,3,"disgust, neutral, realization"
angebliche,2,"neutral, remorse"
fraß,4,"fear, love, neutral, sadness"
leibwächter,2,"admiration, neutral"
fährt,3,"anger, curiosity, neutral"
brighton,3,"admiration, anger, neutral"
gerecht,3,"admiration, neutral, pride"
lebend,3,"disappointment, love, neutral"
liebte,6,"admiration, fear, love, neutral, optimism, sadness"
aufgeregt,2,"excitement, neutral"
widerfahren,3,"love, neutral, realization"
aufruhr,2,"excitement, neutral"
schabe,2,"anger, neutral"
hunde,2,"anger, neutral"
rauben,3,"disgust, neutral, realization"
halbmondkette,3,"admiration, disgust, neutral"
kette,2,"neutral, realization"
dolch,3,"neutral, realization, sadness"
verhängt,2,"approval, neutral"
tiana,7,"confusion, desire, disappointment, joy, love, neutral, sadness"
naveen,7,"confusion, desire, disappointment, joy, love, neutral, sadness"
charlotte,2,"confusion, neutral"
lawrence,2,"disappointment, neutral"
facilier,2,"annoyance, neutral"
träume,3,"curiosity, fear, neutral"
ray,2,"approval, neutral"
funkelnden,2,"admiration, neutral"
evangeline,2,"joy, neutral"
frösche,3,"approval, joy, neutral"
aufheben,2,"neutral, remorse"
voodoozauber,2,"disappointment, neutral"
amulett,2,"disappointment, neutral"
begraben,2,"admiration, neutral"
stern,2,"joy, neutral"
neid,4,"admiration, neutral, realization, sadness"
ertappt,2,"anger, neutral"
eisenring,2,"love, neutral"
verbrennt,2,"neutral, sadness"
trank,5,"admiration, anger, love, nervousness, neutral"
überwinden,2,"disappointment, neutral"
flügel,3,"anger, fear, neutral"
16.,2,"neutral, realization"
ändert,2,"neutral, realization"
tiefsten,3,"admiration, caring, neutral"
blumenfeen,2,"gratitude, neutral"
gewalt,4,"annoyance, joy, neutral, sadness"
sterbenskrank,2,"curiosity, neutral"
15,2,"anger, neutral"
erden,3,"admiration, annoyance, neutral"
tanten,2,"neutral, surprise"
enttäuscht,3,"disappointment, neutral, sadness"
traurig,8,"admiration, caring, confusion, disappointment, love, neutral, sadness, surprise"
zustand,3,"neutral, realization, sadness"
schlimmes,2,"love, neutral"
phillips,2,"joy, neutral"
beider,2,"neutral, realization"
dornenhecke,3,"admiration, neutral, sadness"
dornröschen,3,"admiration, excitement, neutral"
mason,2,"anger, neutral"
cthonia,2,"caring, neutral"
stirn,2,"love, neutral"
lilith,2,"amusement, neutral"
dürfte,3,"excitement, fear, neutral"
ernährt,2,"anger, neutral"
leiche,2,"desire, neutral"
niederlage,2,"annoyance, neutral"
heller,2,"disapproval, neutral"
niesen,2,"neutral, sadness"
zerstörten,2,"fear, neutral"
fiedler,2,"anger, neutral"
musik,2,"amusement, neutral"
schnelligkeit,2,"neutral, realization"
ebenso,8,"admiration, curiosity, disappointment, disapproval, joy, love, neutral, sadness"
sonnenblumenfeld,2,"neutral, realization"
gestoßen,2,"love, neutral"
gelassen,5,"approval, curiosity, fear, grief, neutral"
eilen,2,"caring, neutral"
ständig,2,"amusement, neutral"
wasserkrug,2,"fear, neutral"
eilig,2,"disgust, neutral"
wände,3,"annoyance, neutral, sadness"
schiefhütchen,2,"fear, neutral"
hitze,3,"annoyance, neutral, sadness"
frost,2,"neutral, sadness"
hochzeitskleid,2,"love, neutral"
spiegeln,2,"annoyance, neutral"
teppichen,2,"annoyance, neutral"
wirklichkeit,4,"desire, neutral, realization, sadness"
jägermeister,5,"admiration, anger, annoyance, disappointment, neutral"
fischerhütte,2,"neutral, realization"
traumbild,2,"admiration, neutral"
fischer,3,"caring, love, neutral"
pfauenfeder,4,"admiration, neutral, realization, sadness"
ahnung,3,"admiration, neutral, realization"
hörten,3,"admiration, amusement, neutral"
hierauf,3,"admiration, anger, neutral"
verschonte,2,"love, neutral"
setzte,9,"admiration, desire, disappointment, disgust, fear, grief, love, neutral, sadness"
ocik,3,"caring, love, neutral"
gehnichtunter,5,"admiration, anger, annoyance, love, neutral"
königliche,3,"admiration, amusement, neutral"
zornig,8,"anger, annoyance, caring, curiosity, disgust, fear, neutral, sadness"
glückliche,2,"joy, neutral"
verderben,2,"neutral, realization"
amaryllis,3,"admiration, love, neutral"
unmögliche,2,"admiration, neutral"
eile,2,"neutral, realization"
grenzen,2,"approval, neutral"
herrschaft,3,"disappointment, love, neutral"
königsmacht,2,"desire, neutral"
sigismunds,2,"gratitude, neutral"
leopold,4,"approval, gratitude, neutral, remorse"
magdalena,2,"neutral, sadness"
vergeblichen,2,"love, neutral"
rollentausch,3,"approval, neutral, realization"
blutstropfen,2,"joy, neutral"
gänsemagd,5,"admiration, neutral, realization, sadness, surprise"
kürdchen,3,"admiration, annoyance, neutral"
gänse,2,"annoyance, neutral"
schinder,2,"caring, neutral"
befehlen,2,"neutral, surprise"
derart,4,"admiration, amusement, disappointment, neutral"
betrügen,2,"love, neutral"
harte,2,"neutral, remorse"
ankommt,2,"love, neutral"
erblicken,4,"admiration, joy, neutral, surprise"
nutz,2,"neutral, optimism"
glück.,2,"neutral, optimism"
hätten,3,"curiosity, neutral, sadness"
nachfolge,3,"caring, neutral, realization"
antreten,2,"approval, neutral"
ruhe,6,"admiration, annoyance, caring, curiosity, love, neutral"
versuchten,3,"amusement, disappointment, neutral"
sausewind,2,"desire, neutral"
heiße,2,"embarrassment, neutral"
dahin,5,"caring, neutral, realization, sadness, surprise"
meinte,7,"admiration, anger, excitement, joy, neutral, sadness, surprise"
wittert,3,"admiration, neutral, sadness"
geschäft,3,"approval, neutral, realization"
goldschmied,2,"admiration, neutral"
bekäme,3,"caring, joy, neutral"
schlechtes,2,"neutral, realization"
schrecklich,3,"annoyance, fear, neutral"
goldschatz,2,"anger, neutral"
läuten,2,"joy, neutral"
wahlspruch,2,"neutral, optimism"
erschrocken,3,"admiration, fear, neutral"
vorwärts,2,"disgust, neutral"
tauschgeschäften,2,"joy, neutral"
wandert,3,"admiration, desire, neutral"
ausfindig,2,"desire, neutral"
fridolin,2,"embarrassment, neutral"
vorsichtig,2,"caring, neutral"
blauen,3,"admiration, annoyance, neutral"
erkenn,2,"amusement, neutral"
gütig,2,"admiration, neutral"
mutters,2,"amusement, neutral"
vorher,3,"admiration, annoyance, neutral"
dachte,11,"admiration, anger, approval, curiosity, fear, joy, love, neutral, realization, sadness, surprise"
amtsrichter,3,"annoyance, disappointment, neutral"
mina,3,"annoyance, neutral, realization"
muriel,2,"admiration, neutral"
ritual,2,"anger, neutral"
einzigen,3,"disappointment, love, neutral"
geschehnisse,2,"approval, neutral"
adrianna,2,"admiration, neutral"
zutat,2,"anger, neutral"
geschossen,2,"anger, neutral"
hexenhaus,2,"joy, neutral"
traf,2,"admiration, neutral"
sagte,20,"admiration, amusement, anger, annoyance, approval, caring, curiosity, disappointment, disapproval, disgust, embarrassment, excitement, fear, gratitude, joy, love, neutral, realization, sadness, surprise"
sprach,23,"admiration, amusement, anger, annoyance, approval, caring, confusion, curiosity, desire, disappointment, disgust, embarrassment, fear, gratitude, joy, love, nervousness, neutral, optimism, realization, remorse, sadness, surprise"
kunst,2,"neutral, realization"
sagst,2,"caring, neutral"
bring,3,"caring, fear, neutral"
ward,14,"admiration, anger, annoyance, caring, curiosity, disapproval, disgust, fear, joy, love, nervousness, neutral, relief, sadness"
gab,11,"admiration, annoyance, desire, gratitude, joy, love, neutral, optimism, realization, relief, surprise"
rad,3,"curiosity, disgust, neutral"
blieb,5,"admiration, confusion, embarrassment, neutral, sadness"
ging,18,"admiration, amusement, anger, annoyance, approval, caring, curiosity, disgust, embarrassment, excitement, fear, gratitude, joy, love, neutral, realization, sadness, surprise"
türe,13,"admiration, amusement, anger, caring, curiosity, disappointment, fear, joy, love, neutral, realization, sadness, surprise"
trat,12,"admiration, annoyance, curiosity, disgust, fear, gratitude, joy, love, neutral, realization, sadness, surprise"
antwortete,14,"admiration, annoyance, approval, caring, confusion, curiosity, disappointment, embarrassment, fear, joy, love, neutral, realization, sadness"
verstehe,2,"caring, neutral"
gibst,4,"caring, fear, love, neutral"
dirs,5,"amusement, anger, caring, fear, neutral"
spinne,2,"annoyance, neutral"
nahm,11,"admiration, amusement, annoyance, disapproval, disgust, fear, gratitude, joy, love, neutral, realization"
ließ,17,"admiration, anger, annoyance, approval, caring, curiosity, desire, disapproval, disgust, fear, joy, love, neutral, realization, remorse, sadness, surprise"
befahl,4,"annoyance, caring, gratitude, neutral"
wusste,11,"admiration, approval, confusion, desire, disgust, joy, love, nervousness, neutral, realization, sadness"
weinte,8,"admiration, amusement, annoyance, gratitude, grief, love, neutral, sadness"
erschien,7,"admiration, anger, annoyance, fear, neutral, realization, surprise"
fing,7,"amusement, anger, disgust, fear, neutral, optimism, sadness"
freute,8,"admiration, caring, excitement, joy, love, neutral, pride, sadness"
maßen,4,"admiration, disgust, love, neutral"
anblick,2,"admiration, neutral"
sollst,8,"anger, annoyance, caring, fear, gratitude, joy, neutral, optimism"
gemahlin,8,"admiration, disapproval, fear, joy, love, nervousness, neutral, optimism"
werden.,5,"admiration, disgust, fear, neutral, realization"
wenns,3,"admiration, caring, neutral"
finde,4,"annoyance, desire, neutral, realization"
drittenmal,2,"love, neutral"
weiss,8,"admiration, amusement, approval, caring, confusion, disapproval, love, neutral"
versprach,4,"admiration, disapproval, gratitude, neutral"
verlangte,6,"annoyance, confusion, desire, neutral, sadness, surprise"
brachte,16,"admiration, amusement, anger, curiosity, desire, disapproval, disgust, excitement, fear, gratitude, grief, joy, love, neutral, realization, sadness"
gib,5,"curiosity, desire, love, neutral, realization"
erschrak,9,"admiration, confusion, curiosity, fear, grief, love, neutral, realization, sadness"
bot,3,"disgust, gratitude, neutral"
schätze,6,"admiration, annoyance, caring, curiosity, neutral, sadness"
weisst,3,"admiration, fear, neutral"
behalten.,2,"caring, neutral"
schickte,3,"anger, fear, neutral"
breit,2,"admiration, neutral"
gäbe,2,"admiration, neutral"
heiss,2,"fear, neutral"
vielleicht,5,"approval, disappointment, fear, neutral, optimism"
erzählte,9,"caring, disgust, embarrassment, grief, joy, love, neutral, realization, sadness"
brannte,4,"love, neutral, realization, sadness"
sprang,11,"admiration, amusement, annoyance, caring, fear, gratitude, joy, love, nervousness, neutral, sadness"
schrie,5,"caring, curiosity, neutral, sadness, surprise"
übermorgen,2,"amusement, neutral"
rumpelstilzchen,2,"admiration, neutral"
hörte,15,"admiration, amusement, caring, curiosity, desire, disgust, embarrassment, fear, joy, love, nervousness, neutral, optimism, realization, sadness"
hernach,3,"anger, curiosity, neutral"
fragte,9,"admiration, annoyance, curiosity, disappointment, fear, love, neutral, realization, surprise"
etwa,3,"desire, excitement, neutral"
stieß,5,"admiration, curiosity, disappointment, disgust, neutral"
packte,2,"love, neutral"
wut,2,"disgust, neutral"
riss,4,"amusement, joy, neutral, sadness"
entzwei,2,"admiration, neutral"
machte,13,"admiration, anger, annoyance, curiosity, desire, disappointment, disgust, fear, gratitude, grief, love, neutral, sadness"
ordentlich,5,"admiration, annoyance, caring, love, neutral"
herbei,4,"annoyance, love, neutral, sadness"
hundert,2,"neutral, surprise"
stille,3,"admiration, neutral, realization"
bewegen,2,"disappointment, neutral"
kreiss,2,"neutral, sadness"
tausend,3,"embarrassment, grief, neutral"
gingen,6,"admiration, annoyance, joy, love, neutral, realization"
klagte,2,"annoyance, neutral"
bestürzt,2,"neutral, sadness"
sahen,7,"admiration, curiosity, desire, embarrassment, fear, love, neutral"
wussten,6,"admiration, annoyance, joy, love, neutral, realization"
wohin,4,"curiosity, neutral, realization, sadness"
vöglein,3,"curiosity, love, neutral"
leide,3,"admiration, love, neutral"
flog,2,"neutral, sadness"
hu,2,"amusement, neutral"
regen,5,"annoyance, disappointment, disapproval, fear, neutral"
strauch,2,"anger, neutral"
gelb,2,"admiration, neutral"
mager,2,"neutral, sadness"
reichte,5,"annoyance, love, neutral, realization, sadness"
weib,2,"admiration, neutral"
bat,7,"admiration, caring, desire, fear, love, neutral, sadness"
rief,16,"admiration, amusement, anger, annoyance, caring, confusion, curiosity, disappointment, fear, joy, love, nervousness, neutral, realization, sadness, surprise"
jammerte,3,"anger, neutral, sadness"
umsonst,5,"curiosity, fear, neutral, realization, sadness"
hütete,3,"admiration, anger, neutral"
berührte,2,"admiration, neutral"
träumte,3,"admiration, fear, neutral"
morgens,4,"admiration, neutral, realization, sadness"
erwachte,6,"admiration, fear, grief, neutral, realization, surprise"
fände,2,"admiration, neutral"
blutrote,2,"admiration, neutral"
kehrte,8,"admiration, amusement, annoyance, approval, curiosity, disappointment, embarrassment, neutral"
besah,2,"neutral, realization"
lebten,7,"admiration, anger, disappointment, fear, joy, love, neutral"
schenkte,2,"gratitude, neutral"
käppchen,4,"admiration, curiosity, fear, neutral"
rotem,2,"admiration, neutral"
hieß,4,"admiration, disappointment, neutral, remorse"
kommst,4,"embarrassment, fear, neutral, remorse"
geh,2,"caring, neutral"
sittsam,2,"admiration, neutral"
stube,5,"anger, curiosity, embarrassment, neutral, surprise"
wohnte,4,"amusement, neutral, realization, surprise"
unten,4,"admiration, joy, neutral, sadness"
ding,3,"amusement, fear, neutral"
bissen,2,"love, neutral"
listig,3,"admiration, desire, neutral"
weilchen,2,"love, neutral"
sieh,2,"gratitude, neutral"
rings,2,"neutral, sadness"
umher,5,"caring, disgust, love, neutral, sadness"
stände,2,"admiration, neutral"
lief,9,"admiration, anger, disappointment, disgust, fear, joy, love, neutral, sadness"
tiefer,7,"admiration, disgust, love, neutral, pride, relief, sadness"
klopfte,5,"admiration, amusement, joy, love, neutral"
auf.,3,"joy, love, neutral"
drückte,2,"disapproval, neutral"
verschluckte,2,"love, neutral"
legte,5,"admiration, caring, curiosity, love, neutral"
zog,8,"admiration, anger, annoyance, fear, love, neutral, realization, sadness"
vorhänge,2,"admiration, neutral"
gelaufen,3,"admiration, curiosity, neutral"
ohren,4,"admiration, curiosity, neutral, surprise"
entsetzlich,2,"disgust, neutral"
bette,4,"admiration, grief, love, neutral"
verschlang,3,"annoyance, neutral, surprise"
gelüsten,2,"joy, neutral"
schlief,5,"curiosity, disapproval, neutral, realization, sadness"
überlaut,2,"amusement, neutral"
eben,5,"annoyance, joy, love, neutral, surprise"
holte,4,"admiration, love, neutral, sadness"
geschwind,5,"amusement, disgust, joy, neutral, surprise"
aufwachte,3,"fear, neutral, surprise"
aß,4,"admiration, curiosity, neutral, sadness"
erholte,2,"neutral, relief"
lebtag,4,"admiration, annoyance, confusion, neutral"
hat.,5,"admiration, annoyance, caring, love, neutral"
bös,5,"admiration, annoyance, confusion, disgust, neutral"
straße,3,"admiration, neutral, sadness"
still,6,"admiration, anger, annoyance, caring, joy, neutral"
machten,3,"admiration, love, neutral"
schlich,2,"disgust, neutral"
ginge,2,"annoyance, neutral"
nimm,2,"annoyance, neutral"
trag,2,"neutral, sadness"
worin,2,"caring, neutral"
stieg,6,"admiration, anger, fear, gratitude, neutral, sadness"
guckte,4,"admiration, disapproval, neutral, surprise"
anfing,3,"love, neutral, sadness"
einsam,4,"admiration, neutral, remorse, sadness"
hüttchen,2,"joy, neutral"
standen,5,"admiration, approval, fear, neutral, realization"
rosen,2,"admiration, neutral"
fromm,2,"love, neutral"
arbeitsam,2,"joy, neutral"
sanfter,2,"neutral, sadness"
saß,7,"admiration, amusement, desire, disgust, joy, neutral, sadness"
daheim,5,"admiration, curiosity, fear, joy, neutral"
half,4,"curiosity, gratitude, neutral, sadness"
las,3,"admiration, neutral, realization"
unfall,3,"love, neutral, sadness"
walde,9,"anger, annoyance, caring, curiosity, fear, grief, love, neutral, sadness"
legten,2,"neutral, optimism"
schliefen,3,"disappointment, neutral, sadness"
sitzen,3,"approval, love, neutral"
blickte,3,"fear, gratitude, neutral"
gewiss,3,"fear, neutral, sadness"
zündete,2,"annoyance, neutral"
hing,2,"admiration, neutral"
glänzte,2,"admiration, neutral"
rein,5,"admiration, love, neutral, realization, sadness"
fielen,3,"admiration, anger, neutral"
setzten,3,"joy, love, neutral"
herd,4,"desire, joy, neutral, sadness"
saßen,4,"joy, neutral, realization, sadness"
dicken,3,"admiration, amusement, neutral"
tue,2,"annoyance, neutral"
holten,2,"neutral, surprise"
kehrten,2,"gratitude, neutral"
gast,2,"anger, neutral"
nahmen,4,"admiration, caring, joy, neutral"
